Gene stable ID,Gene stable ID version,Ensembl_ID,Transcript stable ID version,Ensembl Canonical,Gene type
ENSMUSG00000049123,ENSMUSG00000049123.11,ENSMUST00000061193,ENSMUST00000061193.4,1,protein_coding
ENSMUSG00000030324,ENSMUSG00000030324.9,ENSMUST00000032471,ENSMUST00000032471.9,1,protein_coding
ENSMUSG00000054978,ENSMUSG00000054978.4,ENSMUST00000068307,ENSMUST00000068307.4,1,protein_coding
ENSMUSG00000041696,ENSMUSG00000041696.15,ENSMUST00000085453,ENSMUST00000085453.6,1,protein_coding
ENSMUSG00000042572,ENSMUSG00000042572.13,ENSMUST00000038356,ENSMUST00000038356.13,1,protein_coding
ENSMUSG00000053862,ENSMUSG00000053862.7,ENSMUST00000065894,ENSMUST00000065894.7,1,protein_coding
ENSMUSG00000040170,ENSMUSG00000040170.14,ENSMUST00000045902,ENSMUST00000045902.13,1,protein_coding
ENSMUSG00000039032,ENSMUSG00000039032.3,ENSMUST00000048580,ENSMUST00000048580.2,1,protein_coding
ENSMUSG00000073209,ENSMUSG00000073209.5,ENSMUST00000101589,ENSMUST00000101589.5,1,protein_coding
ENSMUSG00000048652,ENSMUSG00000048652.13,ENSMUST00000125965,ENSMUST00000125965.8,1,protein_coding
ENSMUSG00000019659,ENSMUSG00000019659.9,ENSMUST00000019803,ENSMUST00000019803.9,1,protein_coding
ENSMUSG00000062310,ENSMUSG00000062310.8,ENSMUST00000067625,ENSMUST00000067625.9,1,protein_coding
ENSMUSG00000028655,ENSMUSG00000028655.12,ENSMUST00000030408,ENSMUST00000030408.12,1,protein_coding
ENSMUSG00000063157,ENSMUSG00000063157.10,ENSMUST00000197422,ENSMUST00000197422.5,1,protein_coding
ENSMUSG00000046280,ENSMUSG00000046280.10,ENSMUST00000050401,ENSMUST00000050401.6,1,protein_coding
ENSMUSG00000028654,ENSMUSG00000028654.14,ENSMUST00000030407,ENSMUST00000030407.8,1,protein_coding
ENSMUSG00000042279,ENSMUSG00000042279.14,ENSMUST00000037831,ENSMUST00000037831.14,1,protein_coding
ENSMUSG00000051768,ENSMUSG00000051768.10,ENSMUST00000205573,ENSMUST00000205573.2,1,protein_coding
ENSMUSG00000027947,ENSMUSG00000027947.12,ENSMUST00000029559,ENSMUST00000029559.7,1,protein_coding
ENSMUSG00000059183,ENSMUSG00000059183.13,ENSMUST00000074792,ENSMUST00000074792.7,1,protein_coding
ENSMUSG00000018677,ENSMUSG00000018677.10,ENSMUST00000018821,ENSMUST00000018821.9,1,protein_coding
ENSMUSG00000049439,ENSMUSG00000049439.14,ENSMUST00000060608,ENSMUST00000060608.13,1,protein_coding
ENSMUSG00000049866,ENSMUSG00000049866.13,ENSMUST00000159814,ENSMUST00000159814.2,1,protein_coding
ENSMUSG00000038797,ENSMUSG00000038797.14,ENSMUST00000044115,ENSMUST00000044115.9,1,protein_coding
ENSMUSG00000039660,ENSMUSG00000039660.17,ENSMUST00000100220,ENSMUST00000100220.5,1,protein_coding
ENSMUSG00000066721,ENSMUSG00000066721.4,ENSMUST00000094705,ENSMUST00000094705.3,1,protein_coding
ENSMUSG00000035051,ENSMUSG00000035051.16,ENSMUST00000086555,ENSMUST00000086555.11,1,protein_coding
ENSMUSG00000040945,ENSMUSG00000040945.14,ENSMUST00000071169,ENSMUST00000071169.9,1,protein_coding
ENSMUSG00000046185,ENSMUSG00000046185.11,ENSMUST00000032802,ENSMUST00000032802.5,1,protein_coding
ENSMUSG00000004032,ENSMUSG00000004032.11,ENSMUST00000004134,ENSMUST00000004134.11,1,protein_coding
ENSMUSG00000027225,ENSMUSG00000027225.8,ENSMUST00000028656,ENSMUST00000028656.2,1,protein_coding
ENSMUSG00000064254,ENSMUSG00000064254.7,ENSMUST00000077191,ENSMUST00000077191.7,1,protein_coding
ENSMUSG00000030123,ENSMUSG00000030123.16,ENSMUST00000015511,ENSMUST00000015511.15,1,protein_coding
ENSMUSG00000047473,ENSMUSG00000047473.15,ENSMUST00000032803,ENSMUST00000032803.12,1,protein_coding
ENSMUSG00000029577,ENSMUSG00000029577.14,ENSMUST00000074002,ENSMUST00000074002.12,1,protein_coding
ENSMUSG00000052146,ENSMUSG00000052146.17,ENSMUST00000155071,ENSMUST00000155071.9,1,protein_coding
ENSMUSG00000028653,ENSMUSG00000028653.17,ENSMUST00000102649,ENSMUST00000102649.4,1,protein_coding
ENSMUSG00000043719,ENSMUSG00000043719.15,ENSMUST00000098441,ENSMUST00000098441.10,1,protein_coding
ENSMUSG00000058248,ENSMUSG00000058248.13,ENSMUST00000078470,ENSMUST00000078470.12,1,protein_coding
ENSMUSG00000045257,ENSMUSG00000045257.11,ENSMUST00000227729,ENSMUST00000227729.2,1,protein_coding
ENSMUSG00000002384,ENSMUSG00000002384.3,ENSMUST00000002457,ENSMUST00000002457.2,1,protein_coding
ENSMUSG00000027584,ENSMUSG00000027584.18,ENSMUST00000238942,ENSMUST00000238942.2,1,protein_coding
ENSMUSG00000061374,ENSMUSG00000061374.15,ENSMUST00000165320,ENSMUST00000165320.3,1,protein_coding
ENSMUSG00000030126,ENSMUSG00000030126.18,ENSMUST00000032222,ENSMUST00000032222.16,1,protein_coding
ENSMUSG00000076438,ENSMUSG00000076438.6,ENSMUST00000102648,ENSMUST00000102648.6,1,protein_coding
ENSMUSG00000095576,ENSMUSG00000095576.6,ENSMUST00000178465,ENSMUST00000178465.3,1,protein_coding
ENSMUSG00000036206,ENSMUSG00000036206.13,ENSMUST00000066279,ENSMUST00000066279.11,1,protein_coding
ENSMUSG00000004035,ENSMUSG00000004035.13,ENSMUST00000004137,ENSMUST00000004137.11,1,protein_coding
ENSMUSG00000025155,ENSMUSG00000025155.16,ENSMUST00000026151,ENSMUST00000026151.11,1,protein_coding
ENSMUSG00000074277,ENSMUSG00000074277.5,ENSMUST00000206422,ENSMUST00000206422.2,1,protein_coding
ENSMUSG00000040935,ENSMUSG00000040935.13,ENSMUST00000038749,ENSMUST00000038749.11,1,protein_coding
ENSMUSG00000054901,ENSMUSG00000054901.8,ENSMUST00000068175,ENSMUST00000068175.6,1,protein_coding
ENSMUSG00000027224,ENSMUSG00000027224.15,ENSMUST00000110537,ENSMUST00000110537.8,1,protein_coding
ENSMUSG00000066938,ENSMUSG00000066938.2,ENSMUST00000086549,ENSMUST00000086549.2,1,protein_coding
ENSMUSG00000011427,ENSMUSG00000011427.17,ENSMUST00000032796,ENSMUST00000032796.14,1,protein_coding
ENSMUSG00000026691,ENSMUSG00000026691.11,ENSMUST00000028010,ENSMUST00000028010.9,1,protein_coding
ENSMUSG00000051184,ENSMUSG00000051184.8,ENSMUST00000207901,ENSMUST00000207901.2,1,protein_coding
ENSMUSG00000028651,ENSMUSG00000028651.13,ENSMUST00000030404,ENSMUST00000030404.5,1,protein_coding
ENSMUSG00000043067,ENSMUSG00000043067.16,ENSMUST00000170356,ENSMUST00000170356.2,1,protein_coding
ENSMUSG00000031565,ENSMUSG00000031565.19,ENSMUST00000179592,ENSMUST00000179592.8,1,protein_coding
ENSMUSG00000109129,ENSMUSG00000109129.2,ENSMUST00000207050,ENSMUST00000207050.2,1,protein_coding
ENSMUSG00000025609,ENSMUSG00000025609.16,ENSMUST00000026699,ENSMUST00000026699.15,1,protein_coding
ENSMUSG00000057454,ENSMUSG00000057454.6,ENSMUST00000080718,ENSMUST00000080718.6,1,protein_coding
ENSMUSG00000050855,ENSMUSG00000050855.17,ENSMUST00000085792,ENSMUST00000085792.5,1,protein_coding
ENSMUSG00000025330,ENSMUSG00000025330.7,ENSMUST00000026381,ENSMUST00000026381.7,1,protein_coding
ENSMUSG00000024241,ENSMUSG00000024241.8,ENSMUST00000068714,ENSMUST00000068714.7,1,protein_coding
ENSMUSG00000068762,ENSMUSG00000068762.12,ENSMUST00000106684,ENSMUST00000106684.8,1,protein_coding
ENSMUSG00000085576,ENSMUSG00000085576.4,ENSMUST00000133010,ENSMUST00000133010.4,1,protein_coding
ENSMUSG00000074405,ENSMUSG00000074405.9,ENSMUST00000076251,ENSMUST00000076251.7,1,protein_coding
ENSMUSG00000047995,ENSMUSG00000047995.8,ENSMUST00000053956,ENSMUST00000053956.8,1,protein_coding
ENSMUSG00000033268,ENSMUSG00000033268.9,ENSMUST00000099461,ENSMUST00000099461.4,1,protein_coding
ENSMUSG00000046093,ENSMUSG00000046093.10,ENSMUST00000059667,ENSMUST00000059667.9,1,protein_coding
ENSMUSG00000004038,ENSMUSG00000004038.10,ENSMUST00000004136,ENSMUST00000004136.10,1,protein_coding
ENSMUSG00000035441,ENSMUSG00000035441.15,ENSMUST00000041065,ENSMUST00000041065.14,1,protein_coding
ENSMUSG00000054958,ENSMUSG00000054958.7,ENSMUST00000068262,ENSMUST00000068262.6,1,protein_coding
ENSMUSG00000033966,ENSMUSG00000033966.9,ENSMUST00000234602,ENSMUST00000234602.2,1,protein_coding
ENSMUSG00000037363,ENSMUSG00000037363.10,ENSMUST00000079160,ENSMUST00000079160.8,1,protein_coding
ENSMUSG00000025608,ENSMUSG00000025608.10,ENSMUST00000026698,ENSMUST00000026698.8,1,protein_coding
ENSMUSG00000032492,ENSMUSG00000032492.15,ENSMUST00000006005,ENSMUST00000006005.12,1,protein_coding
ENSMUSG00000035413,ENSMUSG00000035413.9,ENSMUST00000040865,ENSMUST00000040865.9,1,protein_coding
ENSMUSG00000025328,ENSMUSG00000025328.10,ENSMUST00000026377,ENSMUST00000026377.9,1,protein_coding
ENSMUSG00000029766,ENSMUSG00000029766.8,ENSMUST00000031778,ENSMUST00000031778.6,1,protein_coding
ENSMUSG00000003868,ENSMUSG00000003868.15,ENSMUST00000211214,ENSMUST00000211214.2,1,protein_coding
ENSMUSG00000032744,ENSMUSG00000032744.5,ENSMUST00000040821,ENSMUST00000040821.5,1,protein_coding
ENSMUSG00000058402,ENSMUSG00000058402.15,ENSMUST00000057652,ENSMUST00000057652.7,1,protein_coding
ENSMUSG00000032388,ENSMUSG00000032388.8,ENSMUST00000034955,ENSMUST00000034955.8,1,protein_coding
ENSMUSG00000025329,ENSMUSG00000025329.4,ENSMUST00000026378,ENSMUST00000026378.4,1,protein_coding
ENSMUSG00000062773,ENSMUSG00000062773.7,ENSMUST00000078001,ENSMUST00000078001.7,1,protein_coding
ENSMUSG00000066510,ENSMUSG00000066510.6,ENSMUST00000217646,ENSMUST00000217646.2,1,protein_coding
ENSMUSG00000028927,ENSMUSG00000028927.7,ENSMUST00000030765,ENSMUST00000030765.7,1,protein_coding
ENSMUSG00000039753,ENSMUSG00000039753.17,ENSMUST00000047857,ENSMUST00000047857.16,1,protein_coding
ENSMUSG00000029765,ENSMUSG00000029765.13,ENSMUST00000115096,ENSMUST00000115096.4,1,protein_coding
ENSMUSG00000031965,ENSMUSG00000031965.16,ENSMUST00000052946,ENSMUST00000052946.12,1,protein_coding
ENSMUSG00000025722,ENSMUSG00000025722.17,ENSMUST00000026816,ENSMUST00000026816.15,1,protein_coding
ENSMUSG00000009863,ENSMUSG00000009863.15,ENSMUST00000010007,ENSMUST00000010007.9,1,protein_coding
ENSMUSG00000018899,ENSMUSG00000018899.18,ENSMUST00000108920,ENSMUST00000108920.10,1,protein_coding
ENSMUSG00000054823,ENSMUSG00000054823.18,ENSMUST00000142395,ENSMUST00000142395.8,1,protein_coding
ENSMUSG00000060671,ENSMUSG00000060671.13,ENSMUST00000107396,ENSMUST00000107396.8,1,protein_coding
ENSMUSG00000040276,ENSMUSG00000040276.16,ENSMUST00000232437,ENSMUST00000232437.2,1,protein_coding
ENSMUSG00000029082,ENSMUSG00000029082.18,ENSMUST00000101237,ENSMUST00000101237.8,1,protein_coding
ENSMUSG00000050721,ENSMUSG00000050721.10,ENSMUST00000068944,ENSMUST00000068944.9,1,protein_coding
ENSMUSG00000062040,ENSMUSG00000062040.15,ENSMUST00000162592,ENSMUST00000162592.8,1,protein_coding
ENSMUSG00000053184,ENSMUSG00000053184.16,ENSMUST00000103223,ENSMUST00000103223.8,1,protein_coding
ENSMUSG00000099689,ENSMUSG00000099689.7,ENSMUST00000186475,ENSMUST00000186475.2,1,protein_coding
ENSMUSG00000024215,ENSMUSG00000024215.15,ENSMUST00000025054,ENSMUST00000025054.10,1,protein_coding
ENSMUSG00000081769,ENSMUSG00000081769.10,ENSMUST00000220191,ENSMUST00000220191.2,1,protein_coding
ENSMUSG00000040562,ENSMUSG00000040562.13,ENSMUST00000012348,ENSMUST00000012348.9,1,protein_coding
ENSMUSG00000045587,ENSMUSG00000045587.10,ENSMUST00000051714,ENSMUST00000051714.9,1,protein_coding
ENSMUSG00000031570,ENSMUSG00000031570.18,ENSMUST00000068916,ENSMUST00000068916.16,1,protein_coding
ENSMUSG00000025723,ENSMUSG00000025723.13,ENSMUST00000119428,ENSMUST00000119428.2,1,protein_coding
ENSMUSG00000059741,ENSMUSG00000059741.14,ENSMUST00000079784,ENSMUST00000079784.12,1,protein_coding
ENSMUSG00000058717,ENSMUSG00000058717.9,ENSMUST00000081657,ENSMUST00000081657.6,1,protein_coding
ENSMUSG00000066810,ENSMUSG00000066810.3,ENSMUST00000086238,ENSMUST00000086238.3,1,protein_coding
ENSMUSG00000061937,ENSMUSG00000061937.8,ENSMUST00000076379,ENSMUST00000076379.8,1,protein_coding
ENSMUSG00000044664,ENSMUSG00000044664.8,ENSMUST00000035715,ENSMUST00000035715.8,1,protein_coding
ENSMUSG00000020704,ENSMUSG00000020704.14,ENSMUST00000021045,ENSMUST00000021045.13,1,protein_coding
ENSMUSG00000008429,ENSMUSG00000008429.9,ENSMUST00000008573,ENSMUST00000008573.9,1,protein_coding
ENSMUSG00000035228,ENSMUSG00000035228.16,ENSMUST00000108571,ENSMUST00000108571.9,1,protein_coding
ENSMUSG00000032493,ENSMUSG00000032493.9,ENSMUST00000098345,ENSMUST00000098345.3,1,protein_coding
ENSMUSG00000116184,ENSMUSG00000116184.2,ENSMUST00000076791,ENSMUST00000076791.4,1,protein_coding
ENSMUSG00000056692,ENSMUSG00000056692.14,ENSMUST00000075076,ENSMUST00000075076.6,1,protein_coding
ENSMUSG00000058398,ENSMUSG00000058398.7,ENSMUST00000077549,ENSMUST00000077549.7,1,protein_coding
ENSMUSG00000037316,ENSMUSG00000037316.10,ENSMUST00000038498,ENSMUST00000038498.10,1,protein_coding
ENSMUSG00000059975,ENSMUSG00000059975.16,ENSMUST00000108205,ENSMUST00000108205.9,1,protein_coding
ENSMUSG00000031838,ENSMUSG00000031838.11,ENSMUST00000222087,ENSMUST00000222087.4,1,protein_coding
ENSMUSG00000043290,ENSMUSG00000043290.7,ENSMUST00000062428,ENSMUST00000062428.5,1,protein_coding
ENSMUSG00000018900,ENSMUSG00000018900.8,ENSMUST00000019044,ENSMUST00000019044.8,1,protein_coding
ENSMUSG00000047257,ENSMUSG00000047257.14,ENSMUST00000011391,ENSMUST00000011391.12,1,protein_coding
ENSMUSG00000020703,ENSMUSG00000020703.4,ENSMUST00000021044,ENSMUST00000021044.4,1,protein_coding
ENSMUSG00000049719,ENSMUSG00000049719.15,ENSMUST00000176403,ENSMUST00000176403.8,1,protein_coding
ENSMUSG00000092157,ENSMUSG00000092157.2,ENSMUST00000171515,ENSMUST00000171515.2,1,protein_coding
ENSMUSG00000031840,ENSMUSG00000031840.15,ENSMUST00000110092,ENSMUST00000110092.6,1,protein_coding
ENSMUSG00000048752,ENSMUSG00000048752.8,ENSMUST00000051097,ENSMUST00000051097.6,1,protein_coding
ENSMUSG00000003865,ENSMUSG00000003865.17,ENSMUST00000003964,ENSMUST00000003964.17,1,protein_coding
ENSMUSG00000024104,ENSMUSG00000024104.12,ENSMUST00000036759,ENSMUST00000036759.11,1,protein_coding
ENSMUSG00000055633,ENSMUSG00000055633.7,ENSMUST00000208570,ENSMUST00000208570.2,1,protein_coding
ENSMUSG00000057541,ENSMUSG00000057541.15,ENSMUST00000148618,ENSMUST00000148618.8,1,protein_coding
ENSMUSG00000021846,ENSMUSG00000021846.11,ENSMUST00000247875,ENSMUST00000247875.1,1,protein_coding
ENSMUSG00000036617,ENSMUSG00000036617.18,ENSMUST00000114627,ENSMUST00000114627.8,1,protein_coding
ENSMUSG00000028524,ENSMUSG00000028524.22,ENSMUST00000106882,ENSMUST00000106882.9,1,protein_coding
ENSMUSG00000001833,ENSMUSG00000001833.18,ENSMUST00000115272,ENSMUST00000115272.9,1,protein_coding
ENSMUSG00000049555,ENSMUSG00000049555.11,ENSMUST00000050958,ENSMUST00000050958.9,1,protein_coding
ENSMUSG00000005034,ENSMUSG00000005034.16,ENSMUST00000005164,ENSMUST00000005164.12,1,protein_coding
ENSMUSG00000061313,ENSMUSG00000061313.11,ENSMUST00000033975,ENSMUST00000033975.9,1,protein_coding
ENSMUSG00000028523,ENSMUSG00000028523.15,ENSMUST00000223169,ENSMUST00000223169.2,1,protein_coding
ENSMUSG00000024242,ENSMUSG00000024242.16,ENSMUST00000112389,ENSMUST00000112389.9,1,protein_coding
ENSMUSG00000071076,ENSMUSG00000071076.9,ENSMUST00000095267,ENSMUST00000095267.8,1,protein_coding
ENSMUSG00000029575,ENSMUSG00000029575.18,ENSMUST00000123256,ENSMUST00000123256.3,1,protein_coding
ENSMUSG00000036611,ENSMUSG00000036611.6,ENSMUST00000040677,ENSMUST00000040677.6,1,protein_coding
ENSMUSG00000034708,ENSMUSG00000034708.13,ENSMUST00000049460,ENSMUST00000049460.12,1,protein_coding
ENSMUSG00000066090,ENSMUSG00000066090.6,ENSMUST00000106869,ENSMUST00000106869.3,1,protein_coding
ENSMUSG00000033256,ENSMUSG00000033256.15,ENSMUST00000125826,ENSMUST00000125826.8,1,protein_coding
ENSMUSG00000035385,ENSMUSG00000035385.6,ENSMUST00000000193,ENSMUST00000000193.6,1,protein_coding
ENSMUSG00000029084,ENSMUSG00000029084.6,ENSMUST00000030964,ENSMUST00000030964.6,1,protein_coding
ENSMUSG00000053768,ENSMUSG00000053768.14,ENSMUST00000066379,ENSMUST00000066379.11,1,protein_coding
ENSMUSG00000035373,ENSMUSG00000035373.3,ENSMUST00000021011,ENSMUST00000021011.3,1,protein_coding
ENSMUSG00000058135,ENSMUSG00000058135.13,ENSMUST00000126593,ENSMUST00000126593.3,1,protein_coding
ENSMUSG00000033036,ENSMUSG00000033036.10,ENSMUST00000122204,ENSMUST00000122204.3,1,protein_coding
ENSMUSG00000024217,ENSMUSG00000024217.11,ENSMUST00000233657,ENSMUST00000233657.2,1,protein_coding
ENSMUSG00000048373,ENSMUSG00000048373.9,ENSMUST00000199481,ENSMUST00000199481.2,1,protein_coding
ENSMUSG00000024245,ENSMUSG00000024245.5,ENSMUST00000025092,ENSMUST00000025092.5,1,protein_coding
ENSMUSG00000031845,ENSMUSG00000031845.17,ENSMUST00000034308,ENSMUST00000034308.16,1,protein_coding
ENSMUSG00000037296,ENSMUSG00000037296.8,ENSMUST00000038421,ENSMUST00000038421.8,1,protein_coding
ENSMUSG00000063652,ENSMUSG00000063652.11,ENSMUST00000076493,ENSMUST00000076493.11,1,protein_coding
ENSMUSG00000024246,ENSMUSG00000024246.10,ENSMUST00000025093,ENSMUST00000025093.6,1,protein_coding
ENSMUSG00000020676,ENSMUSG00000020676.3,ENSMUST00000000342,ENSMUST00000000342.3,1,protein_coding
ENSMUSG00000027944,ENSMUSG00000027944.14,ENSMUST00000079724,ENSMUST00000079724.9,1,protein_coding
ENSMUSG00000031574,ENSMUSG00000031574.9,ENSMUST00000033979,ENSMUST00000033979.6,1,protein_coding
ENSMUSG00000042213,ENSMUSG00000042213.18,ENSMUST00000112900,ENSMUST00000112900.9,1,protein_coding
ENSMUSG00000034685,ENSMUSG00000034685.5,ENSMUST00000049057,ENSMUST00000049057.5,1,protein_coding
ENSMUSG00000021743,ENSMUSG00000021743.7,ENSMUST00000224714,ENSMUST00000224714.2,1,protein_coding
ENSMUSG00000114378,ENSMUSG00000114378.2,ENSMUST00000225871,ENSMUST00000225871.2,1,protein_coding
ENSMUSG00000035352,ENSMUSG00000035352.4,ENSMUST00000000194,ENSMUST00000000194.4,1,protein_coding
ENSMUSG00000009185,ENSMUSG00000009185.3,ENSMUST00000009329,ENSMUST00000009329.3,1,protein_coding
ENSMUSG00000041064,ENSMUSG00000041064.15,ENSMUST00000239405,ENSMUST00000239405.2,1,protein_coding
ENSMUSG00000028999,ENSMUSG00000028999.16,ENSMUST00000030852,ENSMUST00000030852.13,1,protein_coding
ENSMUSG00000039512,ENSMUSG00000039512.13,ENSMUST00000114849,ENSMUST00000114849.3,1,protein_coding
ENSMUSG00000020334,ENSMUSG00000020334.7,ENSMUST00000020586,ENSMUST00000020586.7,1,protein_coding
ENSMUSG00000027890,ENSMUSG00000027890.18,ENSMUST00000029489,ENSMUST00000029489.15,1,protein_coding
ENSMUSG00000024218,ENSMUSG00000024218.14,ENSMUST00000114848,ENSMUST00000114848.8,1,protein_coding
ENSMUSG00000045994,ENSMUSG00000045994.18,ENSMUST00000160899,ENSMUST00000160899.8,1,protein_coding
ENSMUSG00000020702,ENSMUSG00000020702.14,ENSMUST00000108189,ENSMUST00000108189.9,1,protein_coding
ENSMUSG00000039648,ENSMUSG00000039648.15,ENSMUST00000113661,ENSMUST00000113661.10,1,protein_coding
ENSMUSG00000011257,ENSMUSG00000011257.20,ENSMUST00000080178,ENSMUST00000080178.13,1,protein_coding
ENSMUSG00000020388,ENSMUSG00000020388.13,ENSMUST00000018755,ENSMUST00000018755.10,1,protein_coding
ENSMUSG00000007476,ENSMUSG00000007476.19,ENSMUST00000095078,ENSMUST00000095078.3,1,protein_coding
ENSMUSG00000032726,ENSMUSG00000032726.13,ENSMUST00000040496,ENSMUST00000040496.6,1,protein_coding
ENSMUSG00000076436,ENSMUSG00000076436.2,ENSMUST00000102640,ENSMUST00000102640.2,1,protein_coding
ENSMUSG00000099041,ENSMUSG00000099041.2,ENSMUST00000139454,ENSMUST00000139454.3,1,protein_coding
ENSMUSG00000032387,ENSMUSG00000032387.16,ENSMUST00000055844,ENSMUST00000055844.10,1,protein_coding
ENSMUSG00000054640,ENSMUSG00000054640.16,ENSMUST00000163123,ENSMUST00000163123.3,1,protein_coding
ENSMUSG00000079333,ENSMUSG00000079333.4,ENSMUST00000168858,ENSMUST00000168858.2,1,protein_coding
ENSMUSG00000052613,ENSMUSG00000052613.17,ENSMUST00000193361,ENSMUST00000193361.6,1,protein_coding
ENSMUSG00000033111,ENSMUSG00000033111.17,ENSMUST00000223702,ENSMUST00000223702.2,1,protein_coding
ENSMUSG00000061388,ENSMUSG00000061388.12,ENSMUST00000072539,ENSMUST00000072539.12,1,protein_coding
ENSMUSG00000020701,ENSMUSG00000020701.13,ENSMUST00000054245,ENSMUST00000054245.8,1,protein_coding
ENSMUSG00000029763,ENSMUSG00000029763.18,ENSMUST00000052266,ENSMUST00000052266.15,1,protein_coding
ENSMUSG00000028998,ENSMUSG00000028998.7,ENSMUST00000030851,ENSMUST00000030851.7,1,protein_coding
ENSMUSG00000036745,ENSMUSG00000036745.16,ENSMUST00000037942,ENSMUST00000037942.11,1,protein_coding
ENSMUSG00000097148,ENSMUSG00000097148.3,ENSMUST00000181173,ENSMUST00000181173.2,1,protein_coding
ENSMUSG00000024247,ENSMUSG00000024247.15,ENSMUST00000170794,ENSMUST00000170794.8,1,protein_coding
ENSMUSG00000002240,ENSMUSG00000002240.13,ENSMUST00000101056,ENSMUST00000101056.8,1,protein_coding
ENSMUSG00000090166,ENSMUSG00000090166.3,ENSMUST00000159175,ENSMUST00000159175.2,1,protein_coding
ENSMUSG00000089901,ENSMUSG00000089901.2,ENSMUST00000160298,ENSMUST00000160298.2,1,protein_coding
ENSMUSG00000031575,ENSMUSG00000031575.19,ENSMUST00000068892,ENSMUST00000068892.15,1,protein_coding
ENSMUSG00000034664,ENSMUSG00000034664.14,ENSMUST00000103086,ENSMUST00000103086.4,1,protein_coding
ENSMUSG00000072596,ENSMUSG00000072596.5,ENSMUST00000074839,ENSMUST00000074839.7,1,protein_coding
ENSMUSG00000090594,ENSMUSG00000090594.2,ENSMUST00000168906,ENSMUST00000168906.2,1,protein_coding
ENSMUSG00000044037,ENSMUSG00000044037.16,ENSMUST00000155014,ENSMUST00000155014.2,1,protein_coding
ENSMUSG00000021977,ENSMUSG00000021977.12,ENSMUST00000022548,ENSMUST00000022548.10,1,protein_coding
ENSMUSG00000096393,ENSMUSG00000096393.2,ENSMUST00000177678,ENSMUST00000177678.2,1,protein_coding
ENSMUSG00000036622,ENSMUSG00000036622.16,ENSMUST00000037055,ENSMUST00000037055.14,1,protein_coding
ENSMUSG00000041939,ENSMUSG00000041939.15,ENSMUST00000112239,ENSMUST00000112239.9,1,protein_coding
ENSMUSG00000009070,ENSMUSG00000009070.15,ENSMUST00000166088,ENSMUST00000166088.8,1,protein_coding
ENSMUSG00000040009,ENSMUSG00000040009.7,ENSMUST00000037813,ENSMUST00000037813.5,1,protein_coding
ENSMUSG00000061689,ENSMUSG00000061689.16,ENSMUST00000169464,ENSMUST00000169464.9,1,protein_coding
ENSMUSG00000031576,ENSMUSG00000031576.17,ENSMUST00000098858,ENSMUST00000098858.11,1,protein_coding
ENSMUSG00000025702,ENSMUSG00000025702.16,ENSMUST00000123405,ENSMUST00000123405.8,1,protein_coding
ENSMUSG00000041930,ENSMUSG00000041930.8,ENSMUST00000043650,ENSMUST00000043650.8,1,protein_coding
ENSMUSG00000107280,ENSMUSG00000107280.2,ENSMUST00000200846,ENSMUST00000200846.2,1,protein_coding
ENSMUSG00000040652,ENSMUSG00000040652.17,ENSMUST00000153700,ENSMUST00000153700.9,1,protein_coding
ENSMUSG00000106824,ENSMUSG00000106824.2,ENSMUST00000201500,ENSMUST00000201500.2,1,protein_coding
ENSMUSG00000047264,ENSMUSG00000047264.9,ENSMUST00000208423,ENSMUST00000208423.2,1,protein_coding
ENSMUSG00000009580,ENSMUSG00000009580.16,ENSMUST00000129757,ENSMUST00000129757.9,1,protein_coding
ENSMUSG00000035469,ENSMUSG00000035469.18,ENSMUST00000022551,ENSMUST00000022551.14,1,protein_coding
ENSMUSG00000032494,ENSMUSG00000032494.13,ENSMUST00000035075,ENSMUST00000035075.13,1,protein_coding
ENSMUSG00000020175,ENSMUSG00000020175.16,ENSMUST00000147802,ENSMUST00000147802.9,1,protein_coding
ENSMUSG00000091477,ENSMUSG00000091477.2,ENSMUST00000169023,ENSMUST00000169023.2,1,protein_coding
ENSMUSG00000095743,ENSMUSG00000095743.2,ENSMUST00000166110,ENSMUST00000166110.2,1,protein_coding
ENSMUSG00000040524,ENSMUSG00000040524.10,ENSMUST00000159109,ENSMUST00000159109.2,1,protein_coding
ENSMUSG00000067818,ENSMUSG00000067818.7,ENSMUST00000088552,ENSMUST00000088552.7,1,protein_coding
ENSMUSG00000121513,ENSMUSG00000121513.1,ENSMUST00000248537,ENSMUST00000248537.1,1,protein_coding
ENSMUSG00000001622,ENSMUSG00000001622.16,ENSMUST00000113271,ENSMUST00000113271.3,1,protein_coding
ENSMUSG00000007457,ENSMUSG00000007457.4,ENSMUST00000007601,ENSMUST00000007601.4,1,protein_coding
ENSMUSG00000004567,ENSMUSG00000004567.17,ENSMUST00000004683,ENSMUST00000004683.13,1,protein_coding
ENSMUSG00000070448,ENSMUSG00000070448.14,ENSMUST00000239412,ENSMUST00000239412.3,1,protein_coding
ENSMUSG00000032495,ENSMUSG00000032495.9,ENSMUST00000035076,ENSMUST00000035076.9,1,protein_coding
ENSMUSG00000066319,ENSMUSG00000066319.7,ENSMUST00000199891,ENSMUST00000199891.2,1,protein_coding
ENSMUSG00000115726,ENSMUSG00000115726.2,ENSMUST00000227795,ENSMUST00000227795.2,1,protein_coding
ENSMUSG00000035126,ENSMUSG00000035126.20,ENSMUST00000106868,ENSMUST00000106868.4,1,protein_coding
